"id","bag_id","naam","lat","lon","geonames","tgn"
"458","1408","Denekamp","52.388780712","7.0132024942","http://www.geonames.org/2757232","http://vocab.getty.edu/tgn/1047715"
"459","1409","Deurningen","52.3014518416","6.85569669282","http://www.geonames.org/2757006","http://vocab.getty.edu/tgn/7261903"
"460","1410","Lattrop-Breklenkamp","52.4341609508","6.98674011579",,
"461","1411","Nutter","52.4199672674","6.87102043493","http://www.geonames.org/2749751","http://vocab.getty.edu/tgn/7269275"
"462","1412","Ootmarsum","52.4089669452","6.899548465","http://www.geonames.org/2749317","http://vocab.getty.edu/tgn/1048021"
"463","1413","Oud Ootmarsum","52.4235584642","6.91629024581","http://www.geonames.org/2748918","http://vocab.getty.edu/tgn/7267374"
"464","1414","Rossum","52.3604084187","6.92986182556","http://www.geonames.org/2747907","http://vocab.getty.edu/tgn/7268579"
"465","1415","Saasveld","52.336505562","6.80305983198","http://www.geonames.org/2747786","http://vocab.getty.edu/tgn/7269017"
"466","1416","Tilligte","52.4058160976","6.94790501546","http://www.geonames.org/2746297","http://vocab.getty.edu/tgn/7271730"
"467","1419","Finsterwolde","53.2351062813","7.11208617344","http://www.geonames.org/2755905","http://vocab.getty.edu/tgn/1047776"
"468","1420","Bad Nieuweschans","53.1680589564","7.18386281075","http://www.geonames.org/2750250",
"469","2908","Spaarndam gem. Haarlem","52.4147804632","4.67414085679","http://www.geonames.org/2746986","http://vocab.getty.edu/tgn/7271007"
"470","1421","Nieuw Beerta","53.1871655015","7.16480142178","http://www.geonames.org/2750372","http://vocab.getty.edu/tgn/7270301"
"471","2508","Sintjohannesga","52.9327338802","5.86988247651","http://www.geonames.org/2747257","http://vocab.getty.edu/tgn/7270764"
"472","1425","Biezenmortel","51.6241354549","5.17865297386","http://www.geonames.org/2758958","http://vocab.getty.edu/tgn/7256597"
"473","2509","Snikzwaag","52.9872271635","5.79199750119","http://www.geonames.org/2747048","http://vocab.getty.edu/tgn/7270941"
"474","2909","Eelde","53.1306010542","6.57415988527","http://www.geonames.org/2756408","http://vocab.getty.edu/tgn/1047748"
"475","2910","Paterswolde","53.1531230849","6.55910279152","http://www.geonames.org/2748702","http://vocab.getty.edu/tgn/1048042"
"476","2911","Eelderwolde","53.1788752241","6.53558116326","http://www.geonames.org/2756405","http://vocab.getty.edu/tgn/7261638"
"477","1426","Esch","51.616236737","5.2914868129","http://www.geonames.org/2756030","http://vocab.getty.edu/tgn/7260432"
"478","1427","Haaren","51.6045505102","5.22939814652","http://www.geonames.org/2755009","http://vocab.getty.edu/tgn/1047811"
"479","1428","Helvoirt","51.6443426735","5.20622312333","http://www.geonames.org/2754440","http://vocab.getty.edu/tgn/1047843"
"480","1429","Vaals","50.7663856683","6.00002820634","http://www.geonames.org/2745906","http://vocab.getty.edu/tgn/7007075"
"481","1430","Lemiers","50.7833508052","5.98342609503","http://www.geonames.org/2751730","http://vocab.getty.edu/tgn/4006295"
"482","1431","Vijlen","50.7774636378","5.95516051208","http://www.geonames.org/2745522","http://vocab.getty.edu/tgn/4011801"
"483","1432","Arkel","51.8656508807","4.9983052961","http://www.geonames.org/2759673","http://vocab.getty.edu/tgn/7256631"
"484","1433","Giessenburg","51.8567064014","4.88291624516","http://www.geonames.org/2755533","http://vocab.getty.edu/tgn/7262298"
"485","1434","Hoogblokland","51.8812620213","4.97627563342","http://www.geonames.org/2753789","http://vocab.getty.edu/tgn/7263947"
"486","1435","Hoornaar","51.8733277046","4.93881645733","http://www.geonames.org/2753634","http://vocab.getty.edu/tgn/7264694"
"487","1436","Noordeloos","51.9019734646","4.94336413668","http://www.geonames.org/2749967","http://vocab.getty.edu/tgn/7268374"
"488","3398","Hiaure","53.3502472477","5.97343292727","http://www.geonames.org/2754106","http://vocab.getty.edu/tgn/7266726"
"489","1437","Schelluinen","51.8500147304","4.92888425471","http://www.geonames.org/2747636","http://vocab.getty.edu/tgn/7271190"
"490","1438","Ambt Delden","52.2649312306","6.67027281354",,
